,age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
8158,43,1,6,4,5,4,0,1,0,0,40,0,0
8159,63,6,10,1,1,0,0,0,0,0,35,0,0
8160,22,0,10,3,0,2,0,1,0,0,40,0,0
8161,25,1,9,1,8,2,2,0,0,0,40,8,0
8162,20,1,9,3,8,2,0,0,0,0,40,0,0
8163,48,1,6,4,9,4,0,1,0,0,70,0,0
8164,30,6,13,3,3,0,1,0,0,0,40,17,0
8165,31,1,13,4,3,4,0,1,0,0,40,0,1
8166,20,1,9,3,9,2,2,0,0,0,24,8,0
8167,57,2,14,4,3,4,0,1,0,0,50,0,1
8168,33,1,9,1,5,3,0,0,0,0,40,0,0
8169,27,1,11,4,10,4,0,1,0,0,40,0,0
8170,34,1,9,4,10,4,0,1,0,0,60,0,1
8171,22,1,6,3,6,0,0,1,0,0,30,0,0
8172,50,1,12,4,1,5,1,0,0,0,40,0,1
8173,40,4,13,4,3,4,0,1,0,0,45,0,1
8174,37,1,9,4,6,4,0,1,0,0,51,0,0
8175,40,0,12,1,0,0,0,1,0,0,40,0,0
8176,25,2,9,3,3,0,0,1,0,0,40,0,0
8177,51,1,9,4,6,4,1,1,0,0,40,0,0
8178,22,0,8,3,0,2,1,1,0,0,40,0,0
8179,18,1,10,3,4,2,0,1,0,0,16,0,0
8180,33,1,9,3,5,1,0,0,0,0,40,0,0
8181,33,1,13,3,9,0,0,0,0,0,40,0,0
8182,67,2,10,4,7,4,0,1,0,0,40,0,0
8183,24,1,10,3,2,0,0,1,0,0,40,0,0
8184,32,6,4,4,4,4,0,1,0,0,40,0,0
8185,29,1,9,3,4,1,0,0,0,0,40,2,0
8186,25,1,11,3,9,0,0,1,0,0,45,0,0
8187,33,1,10,1,5,0,0,0,0,0,40,0,0
8188,55,1,13,4,6,4,0,1,0,0,40,0,0
8189,31,1,10,4,9,4,0,1,0,0,40,0,1
8190,32,6,14,4,3,4,0,1,0,0,50,0,0
8191,36,1,9,1,5,1,0,0,0,0,50,0,0
8192,58,1,9,0,5,0,0,0,0,0,27,0,0
8193,19,1,7,3,8,0,0,1,0,0,40,0,0
8194,21,1,9,3,5,1,1,0,0,0,40,0,0
8195,36,5,9,3,10,0,0,1,0,0,50,0,0
8196,43,1,9,4,2,5,1,0,0,0,21,9,0
8197,52,2,13,4,12,4,0,1,0,0,40,0,0
8198,48,1,11,1,4,0,0,0,0,0,40,1,0
8199,43,1,10,1,3,1,0,0,0,0,38,0,0
8200,22,1,9,3,4,2,0,1,0,0,40,0,0
8201,37,1,12,3,5,0,0,0,0,0,40,0,0
8202,39,1,10,1,9,1,2,0,0,0,38,0,0
8203,54,1,10,4,9,4,0,1,0,0,40,0,1
8204,27,1,12,3,4,0,0,1,0,0,40,0,0
8205,21,1,9,3,5,0,0,0,0,0,35,0,0
8206,65,1,10,2,5,0,0,0,0,0,38,0,0
8207,30,1,10,4,4,5,0,0,0,0,40,0,0
8208,22,1,5,3,2,0,0,0,0,0,40,0,0
8209,25,1,7,2,6,2,0,1,0,0,40,0,0
8210,35,0,11,4,0,5,0,0,0,0,40,0,1
8211,23,1,12,3,4,2,0,1,0,0,60,0,0
8212,42,1,9,4,9,4,1,1,0,0,40,0,1
8213,39,4,10,3,6,0,2,1,0,0,30,0,0
8214,55,1,16,4,1,4,0,1,0,0,60,0,1
8215,24,2,14,5,3,0,2,0,0,0,10,5,0
8216,53,1,9,4,6,4,0,1,0,0,40,0,1
8217,44,1,7,2,4,1,1,0,0,0,60,0,0
8218,40,1,9,2,7,1,1,0,0,0,40,0,0
8219,26,1,11,2,5,1,0,0,0,0,35,0,0
8220,22,1,9,3,9,2,0,0,0,0,40,0,0
8221,35,0,9,4,0,5,0,0,0,0,12,0,0
8222,20,0,10,3,0,1,0,0,0,0,20,0,0
8223,43,1,9,1,1,0,0,0,0,0,40,0,0
8224,37,6,9,4,4,5,0,0,0,0,25,0,0
8225,30,1,9,4,6,4,2,1,0,0,40,39,0
8226,41,1,9,4,9,4,4,1,0,0,50,0,0
8227,38,1,15,4,3,4,0,1,0,0,60,0,1
8228,77,0,5,4,0,4,1,1,0,0,40,0,0
8229,42,4,9,4,10,4,0,1,0,0,50,0,0
8230,20,1,9,3,7,2,1,1,0,0,40,0,0
8231,32,3,11,3,3,3,2,1,0,0,40,0,0
8232,27,1,13,4,1,4,0,1,0,0,40,0,1
8233,25,2,10,1,12,3,0,1,0,0,45,0,0
8234,40,1,14,3,1,0,0,1,0,0,40,0,0
8235,18,0,7,3,0,2,0,1,0,0,25,0,0
8236,49,1,13,4,1,4,0,1,0,0,45,0,1
8237,17,1,7,3,4,2,0,0,0,0,16,0,0
8238,29,1,9,3,9,1,0,0,0,0,40,0,0
8239,24,4,10,2,8,2,0,1,0,0,45,0,0
8240,58,0,4,4,0,4,0,1,0,0,24,0,0
8241,29,1,9,3,6,0,0,1,0,0,40,0,0
8242,45,1,10,4,5,5,0,0,0,0,24,10,1
8243,30,1,8,4,6,4,0,1,0,0,50,0,0
8244,19,1,10,3,5,2,0,1,0,0,20,0,0
8245,47,1,4,5,4,1,0,0,0,0,30,0,0
8246,28,1,12,3,3,2,0,1,0,0,40,35,0
8247,46,1,12,4,6,4,0,1,0,0,40,0,1
8248,40,4,10,4,6,4,0,1,0,0,60,0,0
8249,66,2,6,1,4,0,1,0,0,0,40,0,0
8250,44,4,10,3,6,2,0,1,0,0,12,0,0
8251,21,1,4,3,4,3,0,1,0,0,48,2,0
8252,59,1,5,0,4,1,1,0,0,0,40,0,0
8253,35,6,10,4,4,4,0,1,0,0,40,0,0
8254,30,1,9,4,7,4,0,1,0,0,40,0,0
8255,33,1,9,3,8,0,1,1,0,0,40,33,0
8256,26,1,10,3,9,0,0,0,0,0,15,0,0
8257,48,1,10,2,9,1,1,0,0,0,35,0,0
8258,31,1,9,3,9,2,2,0,0,0,40,0,0
8259,36,1,9,4,1,4,0,1,0,0,45,0,0
8260,48,1,9,1,3,1,0,0,0,0,38,0,0
8261,33,1,9,4,8,4,0,1,0,0,50,0,1
8262,19,0,5,3,0,0,0,0,0,0,25,0,0
8263,53,1,13,4,1,4,0,1,0,0,45,0,1
8264,18,1,10,3,4,2,0,0,0,0,40,1,0
8265,34,1,10,3,4,0,0,1,0,0,50,0,0
8266,45,1,13,4,9,4,0,1,0,0,52,0,1
8267,33,6,11,4,3,4,0,1,0,0,60,0,0
8268,35,1,11,4,6,5,0,0,0,0,44,0,0
8269,22,1,9,3,8,2,1,1,0,0,40,0,0
8270,35,1,9,1,4,1,0,0,0,0,30,0,0
8271,45,1,9,4,3,4,4,1,0,0,8,0,0
8272,17,1,7,3,10,2,0,1,0,0,45,0,0
8273,50,1,9,4,1,4,0,1,0,0,45,0,0
8274,38,6,13,4,3,4,0,1,0,0,50,0,1
8275,46,1,9,4,9,4,0,1,0,0,35,1,0
8276,64,1,9,4,6,4,0,1,0,0,40,0,0
8277,62,4,10,4,1,4,0,1,0,0,10,0,0
8278,32,1,9,4,11,4,0,1,0,0,60,0,1
8279,17,1,7,3,9,2,0,1,0,0,20,0,0
8280,61,1,9,4,6,4,0,1,0,0,55,0,0
8281,40,2,16,3,3,0,1,0,0,0,40,0,0
8282,21,1,9,3,1,3,0,0,0,0,40,0,0
8283,35,4,10,4,1,4,0,1,0,0,45,0,0
8284,29,1,11,4,3,4,0,1,0,0,40,0,0
8285,27,3,12,3,7,0,1,1,0,0,40,0,0
8286,20,1,12,3,5,0,0,0,0,0,40,0,0
8287,34,0,10,4,0,5,0,0,0,0,20,0,1
8288,51,6,14,3,3,2,0,1,0,0,40,0,0
8289,45,1,9,2,2,1,1,0,0,0,15,0,0
8290,20,0,10,3,0,2,0,0,0,0,40,0,0
8291,31,1,10,4,6,4,0,1,0,0,40,0,0
8292,29,1,9,3,11,2,1,1,0,0,40,0,0
8293,56,1,13,4,5,4,0,1,0,0,30,10,0
8294,55,4,10,1,11,0,0,0,0,0,12,0,1
8295,26,1,10,3,11,2,0,1,0,0,20,0,0
8296,32,6,9,4,4,4,0,1,0,0,40,0,0
8297,28,1,9,4,9,4,0,1,0,0,40,0,0
8298,27,1,4,3,4,3,0,1,0,0,35,32,0
8299,23,1,5,5,6,0,0,1,0,0,40,2,0
8300,59,1,6,4,6,4,0,1,0,0,40,0,0
8301,26,1,8,3,6,3,3,1,0,0,48,32,0
8302,36,1,6,3,8,0,0,1,0,0,40,0,0
8303,18,1,9,3,9,2,0,0,0,0,15,0,0
8304,33,1,5,1,8,0,0,1,0,0,70,0,0
8305,60,4,11,4,7,5,0,0,0,0,15,17,1
8306,40,1,9,1,2,1,0,0,0,0,48,2,0
8307,48,1,9,4,10,4,0,1,0,0,43,0,0
8308,27,4,6,4,6,4,0,1,0,0,48,0,0
8309,19,1,10,3,4,2,0,1,0,0,20,0,0
8310,38,1,13,4,3,4,0,1,0,0,50,0,1
8311,26,1,10,1,6,0,0,1,0,0,43,0,0
8312,20,1,10,3,5,2,0,0,0,0,20,0,0
8313,32,3,9,1,6,1,0,1,0,0,40,0,0
8314,22,1,10,3,8,2,0,0,0,0,13,0,0
8315,22,1,9,3,5,0,0,1,0,0,40,0,0
8316,46,1,2,0,4,1,3,0,0,0,30,2,0
8317,39,1,13,1,1,0,0,0,0,0,25,0,0
8318,79,4,9,0,4,0,0,0,0,0,24,0,0
8319,60,0,13,4,0,4,0,1,0,0,8,0,1
8320,24,1,9,3,9,2,0,1,0,0,40,27,0
8321,23,1,9,3,6,3,0,1,0,0,40,0,0
8322,29,1,13,4,3,4,0,1,0,0,40,0,1
8323,22,2,13,3,3,2,0,0,0,0,43,0,0
8324,69,0,10,0,0,0,0,0,0,0,20,0,0
8325,55,6,9,1,4,1,0,0,0,0,38,0,0
8326,43,1,9,1,6,3,0,1,0,0,40,0,0
8327,23,1,4,3,10,1,3,1,0,0,36,2,0
8328,29,1,9,3,5,1,0,1,0,0,35,2,0
8329,22,1,11,3,4,3,0,0,0,0,40,2,0
8330,22,1,10,3,9,0,0,1,0,0,42,0,0
8331,29,1,10,3,2,2,0,1,0,0,45,0,0
8332,25,2,10,3,7,0,1,1,0,0,40,0,0
8333,33,3,9,3,1,0,0,0,0,0,40,0,0
8334,33,1,13,3,3,0,0,1,0,0,40,0,1
8335,31,1,16,3,3,0,0,0,0,0,28,0,0
8336,55,1,13,4,9,4,0,1,0,0,40,0,0
8337,47,0,9,0,0,1,0,0,0,0,40,0,0
8338,42,1,14,4,3,4,0,1,0,0,40,0,1
8339,51,1,12,1,1,1,0,1,0,0,55,17,0
8340,62,6,13,1,3,0,1,0,0,0,40,0,0
8341,65,5,10,4,9,4,0,1,0,0,35,0,1
8342,23,1,13,4,3,4,0,1,0,0,40,0,0
8343,60,0,9,4,0,4,0,1,0,0,32,0,0
8344,47,1,4,4,6,4,1,1,0,0,60,0,1
8345,50,5,9,1,1,1,0,0,0,0,40,0,0
8346,70,0,13,4,0,4,0,1,0,0,6,0,0
8347,32,4,13,4,6,4,0,1,0,0,40,0,0
8348,37,3,10,4,2,4,0,1,0,0,40,0,0
8349,76,1,6,0,9,1,1,0,0,0,12,0,0
8350,54,1,13,1,9,0,1,0,0,0,60,0,0
8351,32,3,13,4,3,4,0,1,0,0,40,0,1
8352,31,1,10,3,5,0,0,0,0,0,52,0,0
8353,31,3,13,1,12,0,0,1,0,0,50,0,1
8354,30,1,9,4,2,4,0,1,0,0,60,23,1
8355,63,0,9,4,0,4,0,1,0,0,40,0,0
8356,21,1,10,3,3,2,0,0,0,0,10,0,0
8357,26,2,10,3,6,0,0,0,0,0,40,0,0
8358,18,1,7,3,4,2,0,0,0,0,8,0,0
8359,34,6,9,4,4,4,0,1,0,0,50,0,0
8360,44,4,10,3,10,2,0,1,0,0,60,0,0
8361,30,1,12,3,11,0,0,0,0,0,40,0,0
8362,36,4,13,3,6,2,0,1,0,0,40,0,0
8363,31,1,10,4,3,4,0,1,0,0,50,0,1
8364,22,1,10,3,9,0,0,1,0,0,20,0,0
8365,28,0,4,1,0,2,0,1,0,0,84,0,0
8366,23,1,9,3,9,2,2,1,0,0,40,0,0
8367,39,4,13,2,6,2,0,1,0,0,35,0,0
8368,19,1,10,3,8,2,0,1,0,0,16,0,0
8369,25,1,10,3,6,3,2,0,0,0,40,24,0
8370,24,1,9,3,7,2,2,1,0,0,30,1,0
8371,46,1,9,4,2,4,0,1,0,0,40,0,0
8372,37,1,14,4,3,4,0,1,0,0,45,0,0
8373,41,3,9,4,4,4,0,1,0,0,40,0,0
8374,40,4,10,4,3,4,0,1,0,0,20,0,0
8375,44,1,9,1,5,1,0,0,0,0,40,0,0
8376,32,1,9,4,2,4,0,1,0,0,40,0,0
8377,58,1,9,4,8,4,1,1,0,0,20,0,1
8378,48,1,9,4,2,4,0,1,0,0,48,0,0
8379,34,1,13,4,1,4,0,1,0,0,40,0,0
8380,29,1,11,3,5,2,1,0,0,0,40,0,0
8381,46,5,13,4,9,4,0,1,0,0,50,0,1
8382,36,6,9,3,7,0,2,1,0,0,40,0,0
8383,59,6,13,3,5,0,0,1,0,0,38,0,0
8384,29,1,8,4,7,4,0,1,0,0,40,2,0
8385,50,0,14,3,0,0,0,1,0,0,40,0,0
8386,25,1,9,4,2,4,0,1,0,0,40,0,0
8387,27,1,12,3,4,0,2,0,0,0,35,8,0
8388,48,1,9,4,10,4,0,1,0,0,70,0,0
8389,49,2,13,4,5,4,0,1,0,0,40,0,1
8390,33,1,10,3,11,2,0,1,0,0,20,0,0
8391,26,1,13,3,3,0,0,0,0,0,40,0,0
8392,69,0,9,1,0,0,0,0,0,0,40,0,1
8393,59,1,9,4,2,4,0,1,0,0,30,18,0
8394,30,1,9,3,5,2,0,0,0,0,40,0,0
8395,31,6,12,4,5,5,0,0,0,0,35,0,0
8396,30,1,13,4,1,4,0,1,0,0,50,0,1
8397,27,1,13,3,1,0,0,0,0,0,40,0,0
8398,20,0,10,3,0,2,0,0,0,0,16,0,0
8399,24,1,9,4,2,4,0,1,0,0,40,0,0
8400,47,1,13,1,9,1,0,0,0,0,50,0,0
8401,51,1,13,3,3,0,1,1,0,0,35,0,0
8402,34,1,9,4,6,4,0,1,0,0,45,0,0
8403,47,1,9,1,4,1,1,1,0,0,9,0,0
8404,47,1,10,4,5,4,0,1,0,0,44,0,1
8405,20,1,10,3,5,1,2,0,0,0,40,4,0
8406,34,5,9,4,6,4,0,1,0,0,54,1,1
8407,31,1,7,1,4,0,0,0,0,0,40,0,0
8408,42,1,11,1,4,1,0,0,0,0,32,0,0
8409,52,1,3,5,6,3,0,1,0,0,40,2,0
8410,56,1,9,0,5,0,0,0,0,0,40,0,0
8411,53,1,9,4,6,4,0,1,0,0,40,0,1
8412,26,1,10,4,9,4,0,1,0,0,50,0,1
8413,81,1,10,1,5,0,0,0,0,0,20,0,0
8414,28,0,6,3,0,1,1,0,0,0,40,0,0
8415,57,3,10,1,3,0,0,1,0,0,48,0,1
8416,34,1,9,3,5,0,0,0,0,0,40,0,0
8417,31,0,6,4,0,4,0,1,0,0,40,0,0
8418,24,1,11,3,11,1,1,0,0,0,40,0,0
8419,60,1,9,2,9,0,0,0,0,0,32,0,0
8420,37,3,10,4,6,4,0,1,0,0,40,0,0
8421,25,1,4,3,8,1,0,1,0,0,40,0,0
8422,36,3,9,4,5,4,0,1,0,0,40,0,0
8423,45,1,12,4,6,4,0,1,0,0,40,0,0
8424,34,1,10,4,1,4,0,1,0,0,60,0,1
8425,31,1,13,2,1,0,0,0,0,0,70,0,0
8426,47,4,13,4,10,4,0,1,0,0,60,0,0
8427,60,4,9,4,6,4,0,1,0,0,42,0,1
8428,75,1,13,4,1,4,0,1,0,0,24,0,0
8429,43,6,10,4,12,4,0,1,0,0,40,0,0
8430,18,1,9,3,8,2,0,1,0,0,40,0,0
8431,20,1,9,3,5,2,0,0,0,0,40,0,0
8432,32,1,9,3,9,0,0,0,0,0,50,0,0
8433,57,5,13,4,1,4,0,1,0,0,20,0,0
8434,43,1,10,4,7,4,0,1,0,0,60,0,1
8435,18,4,9,3,10,3,0,1,0,0,40,0,0
8436,41,6,13,2,3,1,1,0,0,0,40,0,0
8437,48,1,9,3,2,3,0,1,0,0,40,27,0
8438,41,2,11,4,1,4,0,1,0,0,40,0,0
8439,33,1,9,3,6,2,0,1,0,0,40,29,0
8440,58,1,9,4,2,4,0,1,0,0,40,0,0
8441,22,1,10,3,9,3,0,1,0,0,65,0,0
8442,33,1,10,1,4,0,0,0,0,0,50,0,0
8443,42,4,15,4,3,4,0,1,0,0,38,0,1
8444,25,1,9,3,5,2,0,0,0,0,40,0,0
8445,39,1,9,4,3,4,0,1,0,0,50,0,1
8446,35,1,13,4,9,4,0,1,0,0,45,0,1
8447,49,6,14,4,1,4,0,1,0,0,50,0,1
8448,25,6,13,3,3,2,0,1,0,0,40,0,0
8449,47,3,10,1,5,1,1,0,0,0,40,0,0
8450,46,1,10,4,1,5,0,0,0,0,40,0,1
8451,42,2,12,1,3,0,1,1,0,0,40,0,0
8452,37,1,7,3,7,0,0,1,0,0,60,0,1
8453,25,1,13,3,6,0,0,1,0,0,40,2,0
8454,26,1,10,3,9,0,0,1,0,0,45,0,0
8455,26,0,10,3,0,1,0,0,0,0,40,0,0
8456,45,5,13,4,1,4,0,1,0,0,40,0,1
8457,34,1,9,2,1,1,0,0,0,0,30,0,0
8458,33,3,12,3,5,1,1,0,0,0,40,0,0
8459,43,1,13,4,1,4,0,1,0,0,40,0,1
8460,28,1,9,4,6,4,0,1,0,0,45,0,0
8461,51,4,10,4,10,4,0,1,0,0,75,0,0
8462,21,1,10,3,4,0,0,0,0,0,35,0,0
8463,23,1,12,3,4,2,0,0,0,0,35,0,0
8464,30,1,9,3,11,0,0,0,0,0,40,0,0
8465,46,1,14,4,1,4,0,1,0,0,45,0,1
8466,38,5,9,3,10,0,0,1,0,0,50,0,0
8467,20,1,9,3,9,0,0,1,0,0,40,0,0
8468,33,1,9,4,6,4,0,1,0,0,40,0,1
8469,45,6,13,3,1,0,0,1,0,0,40,0,0
8470,47,1,10,4,6,4,0,1,0,0,40,0,0
8471,17,1,6,3,4,2,0,1,0,0,30,0,0
8472,43,1,9,4,1,5,0,0,0,0,36,38,1
8473,37,1,10,3,5,0,0,0,0,0,40,0,0
8474,44,6,11,4,6,4,0,1,0,0,40,0,1
8475,41,1,9,4,2,4,0,1,0,0,48,0,0
8476,38,1,10,3,5,2,1,0,0,0,40,0,0
8477,23,1,13,3,8,3,0,0,0,0,40,22,0
8478,18,1,7,3,1,2,0,1,0,0,20,0,0
8479,47,1,11,4,4,4,0,1,0,0,40,0,0
8480,25,1,10,3,3,0,0,0,0,0,8,0,0
8481,41,4,9,4,1,4,0,1,0,0,50,0,0
8482,23,1,10,3,5,3,2,0,0,0,24,4,0
8483,41,1,9,4,5,5,0,0,0,0,40,0,0
8484,30,6,10,3,5,0,0,1,0,0,40,0,0
8485,42,1,10,4,9,4,0,1,0,0,40,0,1
8486,35,1,9,1,1,1,0,0,0,0,40,0,0
8487,28,0,13,3,0,0,0,1,0,0,18,0,0
8488,29,1,10,2,11,1,0,0,0,0,40,0,0
8489,21,1,10,5,5,2,0,0,0,0,15,0,0
8490,48,2,14,1,3,0,0,1,0,0,40,0,1
8491,44,4,9,1,7,1,0,1,0,0,60,0,0
8492,34,6,5,3,4,2,0,1,0,0,40,0,0
8493,19,1,9,3,4,2,0,0,0,0,25,0,0
8494,32,1,10,1,6,2,0,1,0,0,40,0,1
8495,31,2,12,2,4,1,1,0,0,0,40,0,0
8496,47,3,9,4,5,4,1,1,0,0,40,0,1
8497,46,3,7,0,5,0,0,0,0,0,40,0,0
8498,18,1,8,3,5,2,0,1,0,0,40,0,0
8499,28,2,9,4,5,2,0,0,0,0,40,0,0
8500,38,1,9,4,2,4,0,1,0,0,48,0,1
8501,33,5,9,4,6,4,0,1,0,0,40,0,1
8502,17,0,6,3,0,2,0,0,0,0,15,0,0
8503,41,1,11,4,1,4,0,1,0,0,40,0,1
8504,38,6,10,4,3,4,0,1,0,0,44,0,0
8505,24,1,13,3,9,0,0,1,0,0,60,0,0
8506,49,1,9,4,2,4,0,1,0,0,40,0,1
8507,60,3,10,1,3,0,4,0,0,0,40,0,0
8508,44,1,13,4,9,4,0,1,0,0,60,0,1
8509,63,5,11,4,1,4,0,1,0,0,40,0,1
8510,40,1,9,4,9,4,0,1,0,0,60,0,1
8511,45,5,10,4,1,4,0,1,0,0,50,0,1
8512,36,1,9,1,9,0,0,0,0,0,40,0,0
8513,65,6,9,4,4,4,0,1,0,0,8,0,0
8514,41,1,13,0,1,1,0,1,0,0,20,0,0
8515,25,1,14,2,4,2,0,0,0,0,40,0,0
8516,20,0,10,3,0,2,0,0,0,0,35,0,0
8517,60,1,11,0,5,0,0,1,0,0,40,0,0
8518,17,6,7,3,3,2,0,0,0,0,20,13,0
8519,28,1,12,4,1,5,0,0,0,0,16,0,1
8520,31,1,12,3,6,2,3,1,0,0,50,0,0
8521,47,1,14,3,3,0,0,0,0,0,35,0,0
8522,45,4,10,4,7,4,0,1,0,0,45,0,0
8523,51,1,13,3,3,0,0,1,0,0,40,0,0
8524,23,1,9,3,2,2,1,1,0,0,40,0,0
8525,34,1,9,3,1,3,0,1,0,0,50,0,0
8526,19,1,10,3,3,2,0,1,0,0,10,0,0
8527,51,0,9,4,0,4,0,1,0,0,40,0,1
8528,46,2,9,4,7,4,0,1,0,0,40,0,0
8529,37,1,6,4,10,4,0,1,0,0,35,2,0
8530,56,1,15,4,3,4,0,1,0,0,45,0,1
8531,29,1,9,4,5,4,0,1,0,0,45,0,0
8532,46,4,14,4,6,4,0,1,0,0,50,0,1
8533,55,1,9,4,6,4,0,1,0,0,40,0,0
8534,34,1,9,5,8,0,0,1,0,0,40,32,0
8535,45,0,5,2,0,2,1,1,0,0,40,0,0
8536,41,1,13,3,5,0,0,1,0,0,40,0,0
8537,22,0,10,3,0,2,0,1,0,0,20,0,0
8538,34,1,15,4,3,4,0,1,0,0,50,0,1
8539,27,1,9,3,6,2,1,1,0,0,40,0,0
8540,29,1,10,3,8,1,1,1,0,0,37,0,0
8541,19,3,8,3,4,2,0,0,0,0,30,0,0
8542,47,6,13,4,3,4,0,1,0,0,40,0,0
8543,43,5,10,4,1,4,0,1,0,0,50,0,1
8544,52,1,11,2,1,1,1,0,0,0,60,0,0
8545,33,4,12,1,9,0,0,1,0,0,60,0,0
8546,29,1,5,4,7,4,0,1,0,0,40,0,0
8547,23,1,9,4,8,4,0,1,0,0,40,0,0
8548,23,1,10,3,1,0,0,1,0,0,40,0,0
8549,39,1,13,4,1,4,0,1,0,0,60,0,0
8550,43,1,3,3,2,1,0,0,0,0,40,2,0
8551,31,1,9,4,6,4,0,1,0,0,40,0,1
8552,47,5,9,4,6,4,0,1,0,0,40,0,1
8553,26,1,9,3,5,0,0,1,0,0,60,0,0
8554,58,6,10,3,3,0,0,0,0,0,55,0,0
8555,28,1,9,3,2,1,0,0,0,0,40,0,0
8556,36,1,9,4,6,4,1,1,0,0,40,0,0
8557,40,1,9,4,9,4,0,1,0,0,50,0,0
8558,19,1,7,3,4,0,0,1,0,0,40,0,0
8559,42,1,13,4,7,4,0,1,0,0,40,0,0
8560,76,1,5,4,12,4,0,1,0,0,13,0,0
8561,23,2,11,3,11,0,0,0,0,0,40,0,0
8562,38,4,3,3,7,0,0,1,0,0,40,0,0
8563,33,2,14,3,3,0,2,1,0,0,30,19,0
8564,48,6,14,4,3,4,0,1,0,0,40,0,1
8565,56,1,10,1,7,0,0,1,0,0,40,0,1
8566,32,1,9,4,2,4,1,1,0,0,40,0,0
8567,44,6,10,1,3,1,0,0,0,0,25,0,0
8568,27,1,9,1,5,2,1,0,0,0,40,0,0
8569,33,3,10,3,1,0,0,1,0,0,50,0,0
8570,22,1,3,3,8,0,0,1,0,0,40,2,0
8571,18,0,10,3,0,2,0,0,0,0,20,0,0
8572,44,1,9,4,6,4,0,1,0,0,40,0,0
8573,42,1,9,4,7,4,4,1,0,0,60,0,0
8574,34,1,10,3,5,0,0,0,0,0,40,0,0
8575,57,5,9,4,9,4,0,1,0,0,40,22,0
8576,59,6,13,4,3,4,0,1,0,0,40,0,1
8577,33,3,10,4,1,5,1,0,0,0,40,0,1
8578,52,1,9,4,10,4,3,1,0,0,49,2,0
8579,17,1,8,3,9,2,0,0,0,0,15,0,0
8580,29,1,9,3,4,2,0,1,0,0,30,10,0
8581,63,4,13,4,9,4,0,1,0,0,30,0,1
8582,20,1,10,3,8,0,0,1,0,0,24,0,0
8583,50,4,9,4,10,4,0,1,0,0,50,0,0
8584,55,1,9,4,14,5,0,0,0,0,30,0,0
8585,27,1,12,4,5,5,1,0,0,0,25,0,0
8586,28,1,13,4,1,4,0,1,0,0,45,0,0
8587,55,1,11,4,2,4,0,1,0,0,45,0,0
8588,44,3,10,4,6,4,0,1,0,0,40,0,0
8589,53,2,10,3,12,0,0,0,0,0,40,0,0
8590,23,1,9,4,6,4,0,1,0,0,40,0,0
8591,25,1,9,1,5,0,0,0,0,0,40,0,0
8592,44,2,13,1,3,0,0,0,0,0,40,0,0
8593,48,4,10,4,3,4,0,1,0,0,35,0,1
8594,46,1,9,4,6,4,0,1,0,0,40,0,0
8595,26,1,10,3,7,0,0,1,0,0,40,0,0
8596,30,1,4,2,10,0,0,1,0,0,45,2,0
8597,32,1,14,4,3,4,0,1,0,0,40,0,1
8598,52,1,9,4,1,4,0,1,0,0,48,0,0
8599,39,1,9,2,9,0,0,0,0,0,47,0,0
8600,22,2,10,3,4,2,0,1,0,0,10,0,0
8601,26,1,10,4,2,4,0,1,0,0,40,0,0
8602,26,2,10,4,4,4,0,1,0,0,40,0,0
8603,44,1,11,4,1,4,1,1,0,0,40,0,1
8604,42,1,10,1,5,0,0,0,0,0,30,0,0
8605,40,1,10,4,7,4,0,1,0,0,43,0,0
8606,22,1,7,3,6,2,0,1,0,0,45,0,0
8607,62,1,9,4,6,4,0,1,0,0,45,0,1
8608,44,1,10,4,6,4,0,1,0,0,40,0,0
8609,18,0,10,3,0,2,0,0,0,0,40,0,0
8610,33,4,2,5,6,0,0,1,0,0,40,2,0
8611,45,1,9,4,1,4,0,1,0,0,50,0,0
8612,18,1,7,4,8,2,0,1,0,0,40,0,0
8613,32,6,10,3,6,0,0,1,0,0,40,0,0
8614,33,1,16,3,3,0,0,0,0,0,60,0,1
8615,20,1,10,3,3,2,0,1,0,0,15,0,0
8616,68,4,9,4,10,4,0,1,0,0,20,0,0
8617,61,1,4,4,9,4,0,1,0,0,50,0,1
8618,48,1,16,4,3,4,0,1,0,0,40,0,1
8619,45,1,9,4,9,4,0,1,0,0,40,0,0
8620,32,3,9,3,4,2,1,0,0,0,32,0,0
8621,35,1,13,1,4,0,0,0,0,0,40,0,0
8622,39,1,9,4,6,4,0,1,0,0,40,0,0
8623,53,1,4,4,2,4,0,1,0,0,40,0,0
8624,30,1,10,2,9,1,1,0,0,0,16,0,0
8625,37,1,9,3,7,3,2,1,0,0,40,1,0
8626,40,1,13,1,12,0,0,1,0,0,45,0,0
8627,25,1,10,3,5,0,1,0,0,0,40,33,0
8628,41,1,9,3,9,0,1,0,0,0,60,0,0
8629,52,4,9,4,10,4,0,1,0,0,98,0,1
8630,33,1,9,4,6,4,0,1,0,0,40,0,0
8631,28,1,9,3,6,2,0,1,0,0,40,0,0
8632,53,1,10,4,9,4,0,1,0,0,55,0,0
8633,44,1,2,3,4,2,0,1,0,0,10,0,0
8634,35,1,9,1,1,1,0,0,0,0,40,0,0
8635,38,1,10,1,6,2,0,1,0,0,58,14,0
8636,34,1,9,4,2,4,0,1,0,0,40,0,0
8637,33,1,9,1,2,0,0,0,0,0,40,0,0
